text,ref,translated,source_zip_file,similarity_score,language_pair,source_lang,target_lang,model,file_path,similarity_score_pct,Unnamed: 2,Unnamed: 3
Ԑsԑ sԑ onipa no te nnuro a wᴐde te yaw biara soᴐ no so.,The person should stay on any pain medication.,It is necessary that the person stops taking any medication used to relieve pain.,run_1,0.75048828125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,75.048828125,,
"Asɛm no kae sɛ wɔn a wonnim akenkan ne akyerɛw no mu ɔpepem 4.6 yɛ mmea na ɔpepem 3.3 yɛ mmarima, na ɛkyerɛ sɛ mmea wɔ ɔhaw bi a na ɛkɔ so tra hɔ bere tenten.","The news stated that 4.6 million of the illiterate are women and 3.3 million are men, this shows that women have some challenges which can last long.","The matter states that out of the 4.6 million people who cannot read and write, 4.6 million are women and 3.3 million are men, which shows that women have a problem that has been going on for a long time.",run_1,0.7861328125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,78.61328125,,
Woyɛ ɔbarima? Ɛnneɛ saa apɔmuden adesua yi ho hia wo  papaapa.,Are you a man? Then this exercise is very important to you,Are you a man? Then this health lesson is very important for you.,run_1,0.73974609375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,73.974609375,,
"Sɛ yɛhwɛ mu a, Aisha Huang opeemu no ankasa deɛ, NPP mu nnipa titire, Nkrabea Effah Dartey na ↄregyina n’afa adi n’asɛm no.","In fact, Aisha Huang's appeal itself is being defended by NPP figure, Nkrabea Effah Dartey.","If we look closely, regarding Aisha Huang’s case itself, it is a prominent member of the NPP, Nkrabea Effah Dartey, who is standing in for her to defend her case.",run_1,0.8505859375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,85.05859375,,
Atadwe yε aduadeε a wᴐdii kwan duaa no wᴐ Egypt no mu baako.,Tiger nuts is one of the first crops to be grown in Egypt.,Tiger nut is one of the food crops that were grown along the Nile River in Egypt.,run_1,0.8642578125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,86.42578125,,
Ɛsɛ sɛ woyɛ yei berɛ a woremma no ntwetwe w'adwene mfiri nneɛma a ɛho hia pa ara woresusu ho no so.,You need to do this while not letting it distract you from the more important things you are thinking about.,You should do this when you will not let it distract you from the things you are really thinking about that are important.,run_1,0.8154296875,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,81.54296875,,
"Obi wu patuwuo a, Akanfoɔ gye di sɛ wato ne kɔn awu nti wɔyɛ no ayi pa.","When someone dies unprepared, Akans believe that he has locked his neck dead so they give him a good funeral.","When someone dies a sudden death, the Akan people believe they have died by suicide, so they perform a befitting funeral for them.",run_1,0.78173828125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,78.173828125,,
Nsɛnkyerɛnneɛ bɛn na ɛbɛda adi ama obi ahunu sɛ ɔwɔ ayamtim?,What are the symptoms of constipation?,What signs will show for someone to know that they are pregnant?,run_1,0.37109375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,37.109375,,
"Deɛ ɛteɛ ne sɛ, prɛkɛsɛ yɛ aduaba bi a ɛtu hua yie, na sɛ obi de reyɛ aduane na wonam akyiri koraa a wotumi te.","The fact is that the Aidan fruit is one that has a strong scent; therefore, the aroma from food being prepared with it can be sensed from quite a distance away.","The truth is that prekese is a fruit that has a very strong aroma, and if someone is using it to cook, you can smell it even from far away.",run_1,0.5673828125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,56.73828125,,
"Ɛsiane yei nti, sɛ wowe karɔto a, ɛmma ɛkɔm nne wo ntɛm.","For this reason, eating carrots prevents you from feeling hungry quickly.","Because of this, if you eat carrots, you will not get hungry quickly.",run_1,0.90576171875,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,90.576171875,,
"Animdefoɔ kyerɛ sɛ, ahoɔdennuro bi a wɔfrɛ no Omega 3 fati ased wɔ salmɔn mu a ɛboa apemfoɔ nipadua pa ara.",Experts says that salmon contains Omega 3 fatty acid which is very helpful for the body of pregnant women..,"Experts say that a nutrient called Omega 3, which is found in salmon, is very beneficial to the human body.",run_1,0.69140625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,69.140625,,
Owura Sarpong a wↄde saa kwaadu yi abↄ no no gyee apoobↄ nsɛm a wↄaka afa ne ho sɛ ↄyɛ no nyinaa too mu.,Mr Sarpong who was found guilty accepted all the fraud cases on him.,"Mr. Sarpong, who was accused of stealing the banana, accepted all the allegations made against him.",run_1,0.75,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,75.0,,
"Wɔsan kyerɛ sɛ, aduaneduro bi a wɔfrɛ no folate nso ahyɛ no ma, na saa aduaneduro yi boa ɔpemfoɔ no ne abɔfra a ɔhyɛ yafunu mu no nyinaa.","It is also said to be rich in folate, which helps both the pregnant woman and the unborn child.","They also indicate that a supplement called folate is packed with it, and this supplement helps both the mother and the baby in the womb.",run_1,0.81005859375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,81.005859375,,
"Ansa na Asanteman rebɛkɔ ɔko yi no, Ɔkɔmfo Anɔkye hwɛɛ pɛtɛtakra mu.","Before the Asanteman went to this battle, the Wizard of the Morning looked into the peat.","Before the Asante nation went to war, Okomfo Anokye looked into a mirror.",run_1,0.3828125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,38.28125,,
"Mpaneɛ no bi bɛtumi ayɛ deɛ ɛbɛbɔ wo ho ban afiri papuu, ntoburo, atiridii ne nyarewa afoforɔ ho.","Some of the vaccinations can be used to protect you from flu, measles, malaria and other diseases.","Some of the herbs can protect you from flu, malaria, fever, and other diseases.",run_1,0.62841796875,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,62.841796875,,
"Sԑ wɔpɔre nnuaba ho a, wɔtwe ԑmu nnepa no ne deԑ ԑboa nipadua no firi mu.","When fruit is peeled, the nutrients and nutrients are extracted.","When you are interested in fruits, you extract the good nutrients and those that are beneficial to the body from them.",run_1,0.70458984375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,70.458984375,,
"Ɛte saa deɛ a ɛnneɛ na yɛrebisa sɛ, ɛdeɛn na ɔbaa bi taa yɛ a ɛkɔfa wei ba?","if it is so then we are asking that, what has been the cause of this disease.?","If that is the case, then we are asking, what is it that a woman often does that brings this about?",run_1,0.36181640625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,36.181640625,,
Kwan Ahodoɔ a Obi bɛtumi Afa So Asɔ Dwonsɔtoa a Ɛkyi Nsuo no Ahonhono Ano.,Different Ways One Can Control Urinary Incontinence.,Ways One Can Use to Stop the Splashing of Water in a Toilet Bowl,run_1,0.4560546875,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,45.60546875,,
"Agorɔ yi mu no, agofomma no nyinaa kotokoto hɔ, twa konka a wɔn mu biara kuta ɛboɔ kumaa bi wɔ ne nsam.","In this game, the players all bend to form a circle whiles holding a small stone in their hand","In this game, all the players crouch down, forming a circle, with each of them holding a small stone in their hand.",run_1,0.91943359375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,91.943359375,,
"Mmaranimfoɔ mmienu a ɔde wɔn asi Effah Dartey a ɔwɔ n’ahomegyeɛ mu a wagyina China foɔ no anan mu adi ama wɔn bɛyɛ mfeɛ nnum nie no ne, Miracle Attachey ne Hope Agboado.","The two lawyers he has appointed to replace the retired Effah Dartey who has represented the Chinese adviser for about five years are, Miracle Attachey and Hope Agboado.","The two lawyers who have been appointed to replace the retired Effah Dartey, who has been representing the Chinese nationals for about five years now, are Miracle Attachey and Hope Agboado.",run_1,0.94384765625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,94.384765625,,
"Ɛwo a, na afei wɔkeka abom ama ɛmu ayɛ duru na wɔde atware wɔn asenem.","If it dries, which is then they bring it together to make it heavy and rap around their waist.",It is then that they mix them together to make them heavy and use them to cut their stories.,run_1,0.46142578125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,46.142578125,,
"Sε wei toa so wᴐ nnawᴐtwe bi mu a, εtumi ha adwene no dwumadie.","If this continues for a week, it can affect the brain functions.","If this continues for a few weeks, it can affect the brain's functioning.",run_1,0.9697265625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,96.97265625,,
Nnnipa bebree bu pɛɛ sɛ ɛyɛ aduaba a ɛsom bo pa ara ɛsiane sɛ ahoɔden bebree ahyɛ no ma.,Many people consider it to be a very valuable fruit because it is full of energy.,Many people consider it a very valuable fruit because it is packed with a lot of energy.,run_1,0.97900390625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,97.900390625,,
Ɔkwan foforɔ a obi bɛtumi afa so anya yadeɛ yi bi ne sɛ ɔde biribi a ano yɛ nam a atwa obi a ɔwɔ saa yadeɛ yi mu bi pɛn adi dwuma ama no atwa ɔno nso.,Another way a person can get the disease is by using a sharp object that has already cut someone with the disease of which he or she is also cut with it.,"Another way one can contract this disease is by using a sharp object that has been used by someone who already has the disease, causing them to get cut as well.",run_1,0.93603515625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,93.603515625,,
"Dwene nneɛma papa a asi wɔ w'abrabɔ mu no ho pii, na ma w'ani ngye.","Think a lot about the good things that have happened in your life, and be happy.","Think deeply about the good things that have happened in your life, and be happy.",run_1,0.9736328125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,97.36328125,,
Mmom mmɔfra a ɛdi akyire no awoɔ mu na sɔretia no bɛba.Wosusu sɛ deɛn ntira?,but the birth of the other children will be affected. While do you think so?,The resistance will come from the generation of the younger ones. Why do you think that is?,run_1,0.3359375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,33.59375,,
"Sԑ wᴐde paneԑ ne nneԑma a wᴐde yԑ no yԑ obiara deԑ anaa sԑ wᴐde yԑ obi ho adwuma na wᴐsane de di onipa foforᴐ ho dwuma na sԑ ԑyԑ adeԑ a wᴐampepa anaa wᴐansiesie no yie a, ԑde ᴐmanfoᴐ to asane mu.","If panes and products are used for anyone else or if they are used for someone else and if they are not cleaned or cleaned properly, they put the public in danger.","If you use tools and materials belonging to someone else, or if you are working on someone's behalf and then use the same for another person's work, and it is something that has not been cleaned or repaired properly, it puts people at risk.",run_1,0.7001953125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,70.01953125,,
Nnuaba a wɔapɔre ne ho agu de ayԑ nnuane foforɔ (nh. Esam paanoo),Peeled fruits for other foods (e.g. bread),"Ingredients that have been processed to make new food (e.g., bread flour)",run_1,0.3154296875,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,31.54296875,,
"Ahemfo nan a wɔde wɔn nkwa twaa so no ne, Ɛdwesohene Nana Adu Kupe, Adwumakaase-Kɛse hene Nana Asɛnso Kofo, Mampɔnhene Nana Boahen Anantuo ne Nana Tweneboa Kodua.","The four kings who lost their lives were, the King of the Highlands, Nana Adu Kupe, the King of the Great Works, Nana Asenso Kofo, the King of the Kings, Nana Boahen Anantuo and the King of Tweneboa Kodua.","The chiefs who sacrificed their lives are, Ɛdwesohene Nana Adu Kupe, Adwumakaase-Kɛse hene Nana Asɛnso Kofo, Mampɔnhene Nana Boahen Anantuo, and Nana Tweneboa Kodua.",run_1,0.71337890625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,71.337890625,,
"Angel TVfoɔ ammɔ sukuu yi din nanso wɔkyerɛ mu a, asuafoɔ no mu binom tɔɔ baha berɛ a wɔkaa akyiri simma aduasa a wamma wɔanwura ɛdan no mu ankɔtwerɛ wɔn nsɔhwɛ no.","Although the Angel TV station did not mention the school's name in the news but, some students fainted when they were thirty minutes late and were denied access to the exams hall.","Angel TV did not mention the name of this school, but when they explained it, some of the students were stranded after being told they could not enter the hall to write their exams because they were thirty minutes late.",run_1,0.7099609375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,70.99609375,,
"Ɛgye yɛn berɛ, yɛhwere akwannya pii ɛnam yadeɛ bi nti na esiane nso sɛe sika.","We loose time and a lot of opportunities due to sickness, and we lose a lot of money as well.","It takes our time, we lose many opportunities because of an illness, and it also wastes money.",run_1,0.787109375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,78.7109375,,
Ɔkwan a yɛbɛtumi afa so asi akomayadeɛ ano.,Ways to prevent heart disease.,The way we can use to stop heart disease.,run_1,0.64208984375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,64.208984375,,
Ↄkyerɛɛ sɛ ɛwɔ sɛ aban ani ku wɔn a wɔma yɛn saa nneɛma yi akuo no ho na ɔde sika hyɛ mu na ɔde nhyɛ to nneɛma bi te sɛ wei a yɛkra firi aburokyire no so.,"He explained that, restriction of importation of some of these products, side-by-side with increased local production, is a realistic proposition that we need to begin to consider","He explained that the government needs to pay attention to the groups that provide us with these items, invest money into them, and put regulations on things like the ones we import from abroad.",run_1,0.5830078125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,58.30078125,,
Poleeno a ↄtwa sini wↄ Kumase na wagye din no de too dwa nnora Yawoada sɛ Baba Spirit a ↄyi nsɛnkwaa ma nnipa sere nya ahomeka no agyae ne nkwa mu.,"Poleeno, who is a popular actor in Kumasi announced it on yesterday which is Thursday that Baba Spirit the comedian who was sick is dead.","The popular Kumasi-based comedian and actor known as Poleeno, who became famous for his comedy skits that make people laugh and find relief, has passed away yesterday, Thursday, as Baba Spirit.",run_1,0.8369140625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,83.69140625,,
Wɔtumi gya wɔn tirinwi gu so kuhaa a wɔnni no ni.,They don't care leaving their hair bushy and messy without trimming or washing it.,They can leave their hair on and still not have it.,run_1,0.61962890625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,61.962890625,,
"Mpanimfoɔ se, ""Aboa biara didi kɔ baabi a n'asom bɛdwo no.""Saa ara nso na nnomaa a wɔn ntakra korɔ na wɔtu bɔ mu.","The elders says, ""every animal eat towards where it would have comfort."" As well as birds with the same feathers fly together","The elders say, ""Every animal eats and goes to where its heart will be at peace."" Likewise, birds of the same feather flock together.",run_1,0.75927734375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,75.927734375,,
"Obiara ani ku n'apɔmuden ho yie, ne saa nti nkyerɛkyerɛ ahodoɔ pii na nnipa binom da no adi fa apɔmuden ho.","Everyone is very concerned about their health, and therefore there are many different teachings about health.","No one is an expert on health, and for that reason, many different teachings are displayed by some people regarding health.",run_1,0.85986328125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,85.986328125,,
"Afei nso, wɔsan kyerɛ sɛ, wɔn a wɔdi nanso wɔntaa nni no daa no nso bɛtumi anya ahobammɔ kakra afiri ketewa bi a wɔdi no mu.","Furthermore, it is also suggested that those who eat it rarely but regularly may also have some protection from a small amount.","Furthermore, they also indicate that those who eat but do not eat regularly can also get some protection from the small amount they eat.",run_1,0.83740234375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,83.740234375,,
"Megye di sɛ, kakra a yɛabobɔ so yi ara ama woahunu sɛ, ɛnyɛ papa sɛ yɛbɛnya adwene sɛ akuafoɔ di hia, wɔn ho nte, anaasɛ kuayɔ yɛ adwuma a animuonyam biara nni mu.","I believe that the foregoing has shown you that it is wrong to think that farmers are poor, unclean, or that farming is a dishonorable occupation.","As I have said, the little that we have mentioned is enough for you to see that it is not good for us to think that farmers are poor, unkempt, or that farming is a job without any dignity.",run_1,0.796875,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,79.6875,,
Ɔhyɛɛ ne sinitwa ase wɔ afe 2004 mu.,He started his filming career in 2004.,He/She began his/her filmmaking career in the year 2004.,run_1,0.80615234375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,80.615234375,,
vi.Obi ahyɛda agyae ne ho ato nsuo mu awu.,vi. Someone drowning himself to death.,Someone intentionally drowned themselves.,run_1,0.57861328125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,57.861328125,,
"Bio, nipa no ani so taa kyin no kakra, na ne honam nso taa yɛ ne mmerɛ.","Furthermore, the person's eyesight is sometimes slightly blurred, and his body is often weak.","Well, that person is often a bit restless, and their body is also often weak.",run_1,0.68408203125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,68.408203125,,
"Ꜫnam sε na wɔsusua nti, awofoɔ nketewa yi sii wɔn adwene pi de wɔn ba Oprah kɔtenaa ne Nana Hattie Mae Lee nkyεn mfeε nsia.","Because they were young, these young parents decided to place their daughter Oprah with her Grandmother Hattie Mae Lee for six years.","Because of their poverty, these young parents decided to have their daughter Oprah go live with her grandmother Hattie Mae Lee for six years.",run_1,0.92724609375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,92.724609375,,
"Εba no saa a, εha nnipa no dwumadie ahodoᴐ, εfiri sε n’adwene da so ara wᴐ asεm dada no so.","When this happens, it affects the activities of the person, because his mind is still on the old story.","If that is the case, then the people's activities are affected, because his mind is still on the old matter.",run_1,0.6552734375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,65.52734375,,
"Sɛ yɛhwɛ ɔman yi ho nnwom bi te sɛ “Dwene Ↄman yi ho, Ghana Akuafoɔ, Osee Yiee Ghana, ne Aniha mu nni biribi sɛ ohia” a, nhwehwɛmu kyerɛ sɛ mmabunu dwontokuo a ɛwɔ Bomaa a Yaw Owusu Badu a wanya ne baabi korɔ na na ɔda ano no na wɔsaee saa nnwom yi toeɛ.","Looking at some of the country’s songs like “Think Ↄthis country, Ghanaian Farmers, Osee Yiee Ghana, and Aniha me have nothing but poverty”, research shows that the youth choir in Bomaa a Yaw Owusu Badu who has found his place and and at the mouth of the grave these songs were sung.","If we look at some songs about this nation such as “Dwene Ↄman yi ho,” “Ghana Akuafoɔ,” “Osee Yiee Ghana,” and “Aniha mu nni biribi sɛ ohia,” research shows that it was the youth choir in Bomaa, led by Yaw Owusu Badu who has now gone to his resting place, that composed and sang these songs.",run_1,0.8759765625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,87.59765625,,
"Yɛde amanyɔsɛm to nkyɛn a, ɛsɛ sɛ yɛkae sɛ, ɛyɛ Ghanani biara asɛdeɛ sɛ ɔde nokorɛdie ne ɔmampɛ honhom bɛpere ɔman no nkɔsoɔ.","Absolutely! Regardless of political affiliations, every Ghanaian should prioritize the development and progress of the country.","Putting politics aside, we must remember that it is the duty of every Ghanaian to strive for the nation's progress with integrity and a spirit of patriotism.",run_1,0.70361328125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,70.361328125,,
Mogyaborosoɔ a ɛdi kan ne deɛ ɛtɔ so mmienu.,Primary and secondary hypertension.,The first and second menstruation.,run_1,0.250244140625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,25.0244140625,,
"Afe 1929 mu no, ɔkɔɔ Akyimɔta Kɔlegyi kɔtoaa n'adesua no so wɔ hɔ na ɛwɔ hɔ na wɔmaa no akwannya sɛ ɔbɛtumi akɔsua adeɛ wɔ Peter's Kɔlegyi a ɛwɔ Oxford wɔ berɛ a ɔntua adesua ho ka biara.","In 1929, he went to Achimota Secondary School  to continue his studies there and was offered a tuition-free scholarship to Peter's College, Oxford.","In 1929, he went to Achimota College to continue his studies, and it was there that he was given the opportunity to study at Peterhouse College in Oxford without paying any tuition fees.",run_1,0.9033203125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,90.33203125,,
"Saa nhwehwɛmu yi bɛdaa adi sɛ, wɔn a wɔtumi gye berɛ bɛyɛ sɛ simma du rekɔ soro ne afoforɔ kasa no boa ma wɔn adwene dwumadie no kɔ so.","This research proved that, people who spend 10 minutes and above talking to others are likely to increase the functions of their brains.",This study will reveal that those who can take about ten minutes to go up and speak to others helps their brain function.,run_1,0.87890625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,87.890625,,
Dodoɔ no ara susu sɛ anigyeɛ nni ɔman yi mu.,Most think there is no happiness in this country.,Most people think there is no happiness in this country.,run_1,0.9541015625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,95.41015625,,
"Tete no, na aduane baako a yɛn nananom taa di pa ara ne mmire.","In ancient times, one of the most common foods our ancestors ate was millet.","In the olden days, the one food our ancestors used to eat most was mushrooms.",run_1,0.591796875,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,59.1796875,,
"Ne saa nti wompɛ sɛ yadeɛ bɛgye w'anigyeɛ afiri wo nsɛm a, ma w'apɔmuden ho nhia wo.","For this reason, if you don't want to lose your happiness to sickness, then better be concerned about your health.","Because of that, if you do not want illness to take away your joy, prioritize your health.",run_1,0.80712890625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,80.712890625,,
"Nnipa binom wᴐ hᴐ a ne honam no mpԑ sԑ wᴐde saa amaman a wᴐde sᴐ aninntᴐnnwi ntoasoᴐ no ka no, ԑsiane nnuro binom te sԑ formaldehyde a wᴐde yԑ no nti.",Most people are allergic to the glue used for holding artificial eyelashes due to the presence of formaldehyde in them.,"There are some people whose bodies do not want to be associated with these substances used for embalming, because of certain chemicals like formaldehyde that are used to make them.",run_1,0.48486328125,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,48.486328125,,
"Yei nti, ɛka aman ahodoɔ a asasewosoɔ taa sisi wɔ so pa ara no ho.","For this reason, it is one of the most earthquake-prone countries.","Because of this, it is among the countries where earthquakes occur most frequently.",run_1,0.91259765625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,91.259765625,,
"Nhwehwԑmu kyerԑ sԑ mmerԑ bi a atwan wᴐ afe 2015 mu no, na anԑԑsefoᴐ a wᴐgye awoᴐ de wᴐn mobaa foonu mu nkanea anaa tᴐᴐkye na ԑgye awoᴐ wᴐ Kaneshie Nkran.","research has shown that in the year 2015, midwives were using their mobile phones torch light to assist in the delivery of new child at Kaneshie in Accra.","Research shows that some time in 2015, nurses who were delivering babies were using their phone lights or torches to deliver babies at Kaneshie, Accra.",run_1,0.87060546875,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,87.060546875,,
"Wɔde nkanea a ɛnya n’ahoɔden firi owia mu, afidie a ɛboa ma nkanea yɛ adwuma berɛ a wɔadum nkanea, nsuo ne nneɛma pii asisie ɛdan yi mu yie sɛdeɛ ɛbɛyɛ a ɛbɛboa ama atɛmmuo papa akɔ so.","The building is well equipped with solar lights, off-the-shelf appliances, water and many other facilities to promote good judgment.","Solar-powered lights, devices that help lights function when turned off, water, and many other things have been well installed in this building to help ensure good justice prevails.",run_1,0.72900390625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,72.900390625,,
"Yԑwᴐ deԑ ԑtᴐ anan no ankasa ho, yԑwᴐ deԑ ԑtᴐ yafunu no nsԑmu mune deԑ ԑtᴐ nsono no mu.","We have the fourth itself, we have the stomach mune and the stomach.","We have that which is in the fourth, we have that which is in the stomach, and we have that which is in the intestines.",run_1,0.75537109375,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,75.537109375,,
"Afei, ɔbaapanin bi a ɔfiri ɔbarima no abusua mu gye abɔfra no to ne serɛ so de ntomaa fitaa (funumatoma) kyekyere abɔfra no ho.  Ɛha na abɔfra no sewaa anaa ne papa nuabaa de edin a papa no pɛ sɛ ɔde to ne ba no bɛto dwa.","also, an old woman from the family of the father recived the child and cover the child with white cloth and the aunty of the child will mention the name that the father wants to give it to the child.","Now, an elderly woman from the man's family receives the child onto her lap and wraps the child's body with a white cloth (funumatoma). It is here that the child's paternal aunt or the father's sister reveals the name that the father wishes to give to his child.",run_1,0.7509765625,twi-eng,twi,eng,gemini-3.1-flash-lite-preview,output_combined/twi-eng/twi-eng_gemini-3.1-flash-lite-preview.csv,75.09765625,,
